date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:09:21	2551/2551	---M--	200	added ('OK')	image/svg+xml	date:Fri,%2003%20Jan%202020%2019:10:51%20GMT	http://integrothemes.com/arlo2/img/svg/phone-call.svg	C:/Users/Xoai/Desktop/cv/Cv%20Templete/integrothemes.com/arlo2/img/svg/phone-call.svg	(from http://integrothemes.com/arlo2/index.html)
19:09:21	7109/7109	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20Jan%202020%2019:20:46%20GMT	http://integrothemes.com/arlo2/portfolio-single.html	C:/Users/Xoai/Desktop/cv/Cv%20Templete/integrothemes.com/arlo2/portfolio-single.html	(from http://integrothemes.com/arlo2/index.html)
19:09:22	5347/5347	---M--	200	added ('OK')	image/jpeg	date:Fri,%2003%20Jan%202020%2019:08:17%20GMT	http://integrothemes.com/arlo2/img/portfolio/600x600.jpg	C:/Users/Xoai/Desktop/cv/Cv%20Templete/integrothemes.com/arlo2/img/portfolio/600x600.jpg	(from http://integrothemes.com/arlo2/index.html)
19:09:24	7116/7116	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20Jan%202020%2019:20:46%20GMT	http://integrothemes.com/arlo2/portfolio-single-2.html	C:/Users/Xoai/Desktop/cv/Cv%20Templete/integrothemes.com/arlo2/portfolio-single-2.html	(from http://integrothemes.com/arlo2/index.html)
19:09:25	7117/7117	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20Jan%202020%2019:20:46%20GMT	http://integrothemes.com/arlo2/portfolio-single-3.html	C:/Users/Xoai/Desktop/cv/Cv%20Templete/integrothemes.com/arlo2/portfolio-single-3.html	(from http://integrothemes.com/arlo2/index.html)
19:09:27	63507/63507	---M--	200	added ('OK')	image/jpeg	date:Fri,%2003%20Jan%202020%2019:08:26%20GMT	http://integrothemes.com/arlo2/img/portfolio/1.jpg	C:/Users/Xoai/Desktop/cv/Cv%20Templete/integrothemes.com/arlo2/img/portfolio/1.jpg	(from http://integrothemes.com/arlo2/index.html)
19:09:27	7109/7109	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20Jan%202020%2019:20:46%20GMT	http://integrothemes.com/arlo2/portfolio-single-4.html	C:/Users/Xoai/Desktop/cv/Cv%20Templete/integrothemes.com/arlo2/portfolio-single-4.html	(from http://integrothemes.com/arlo2/index.html)
19:09:29	7110/7110	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20Jan%202020%2019:20:46%20GMT	http://integrothemes.com/arlo2/portfolio-single-5.html	C:/Users/Xoai/Desktop/cv/Cv%20Templete/integrothemes.com/arlo2/portfolio-single-5.html	(from http://integrothemes.com/arlo2/index.html)
19:09:35	65502/65502	---M--	200	added ('OK')	image/jpeg	date:Fri,%2003%20Jan%202020%2019:08:26%20GMT	http://integrothemes.com/arlo2/img/portfolio/3.jpg	C:/Users/Xoai/Desktop/cv/Cv%20Templete/integrothemes.com/arlo2/img/portfolio/3.jpg	(from http://integrothemes.com/arlo2/index.html)
19:09:36	7100/7100	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20Jan%202020%2019:20:46%20GMT	http://integrothemes.com/arlo2/portfolio-single-6.html	C:/Users/Xoai/Desktop/cv/Cv%20Templete/integrothemes.com/arlo2/portfolio-single-6.html	(from http://integrothemes.com/arlo2/index.html)
19:09:37	101829/101829	---M--	200	added ('OK')	image/jpeg	date:Fri,%2003%20Jan%202020%2019:08:31%20GMT	http://integrothemes.com/arlo2/img/portfolio/2.jpg	C:/Users/Xoai/Desktop/cv/Cv%20Templete/integrothemes.com/arlo2/img/portfolio/2.jpg	(from http://integrothemes.com/arlo2/index.html)
19:09:46	57087/57087	---M--	200	added ('OK')	image/jpeg	date:Fri,%2003%20Jan%202020%2019:08:29%20GMT	http://integrothemes.com/arlo2/img/portfolio/6.jpg	C:/Users/Xoai/Desktop/cv/Cv%20Templete/integrothemes.com/arlo2/img/portfolio/6.jpg	(from http://integrothemes.com/arlo2/index.html)
19:09:47	2338/2338	---M--	200	added ('OK')	image/svg+xml	date:Fri,%2003%20Jan%202020%2019:11:01%20GMT	http://integrothemes.com/arlo2/img/svg/responsive.svg	C:/Users/Xoai/Desktop/cv/Cv%20Templete/integrothemes.com/arlo2/img/svg/responsive.svg	(from http://integrothemes.com/arlo2/index.html)
19:09:47	3145/3145	---M--	200	added ('OK')	image/svg+xml	date:Fri,%2003%20Jan%202020%2019:11:05%20GMT	http://integrothemes.com/arlo2/img/svg/suport.svg	C:/Users/Xoai/Desktop/cv/Cv%20Templete/integrothemes.com/arlo2/img/svg/suport.svg	(from http://integrothemes.com/arlo2/index.html)
19:09:48	118991/118991	---M--	200	added ('OK')	image/jpeg	date:Fri,%2003%20Jan%202020%2019:08:29%20GMT	http://integrothemes.com/arlo2/img/portfolio/5.jpg	C:/Users/Xoai/Desktop/cv/Cv%20Templete/integrothemes.com/arlo2/img/portfolio/5.jpg	(from http://integrothemes.com/arlo2/index.html)
19:09:48	1766/1766	---M--	200	added ('OK')	image/svg+xml	date:Fri,%2003%20Jan%202020%2019:11:01%20GMT	http://integrothemes.com/arlo2/img/svg/safari.svg	C:/Users/Xoai/Desktop/cv/Cv%20Templete/integrothemes.com/arlo2/img/svg/safari.svg	(from http://integrothemes.com/arlo2/index.html)
19:09:50	5002/5002	---M--	200	added ('OK')	image/jpeg	date:Fri,%2003%20Jan%202020%2019:11:14%20GMT	http://integrothemes.com/arlo2/img/team/1.jpg	C:/Users/Xoai/Desktop/cv/Cv%20Templete/integrothemes.com/arlo2/img/team/1.jpg	(from http://integrothemes.com/arlo2/index.html)
19:09:50	153926/153926	---M--	200	added ('OK')	image/jpeg	date:Fri,%2003%20Jan%202020%2019:08:32%20GMT	http://integrothemes.com/arlo2/img/portfolio/4.jpg	C:/Users/Xoai/Desktop/cv/Cv%20Templete/integrothemes.com/arlo2/img/portfolio/4.jpg	(from http://integrothemes.com/arlo2/index.html)
19:10:01	63448/63448	---M--	200	added ('OK')	image/jpeg	date:Fri,%2003%20Jan%202020%2019:05:36%20GMT	http://integrothemes.com/arlo2/img/about/5.jpg	C:/Users/Xoai/Desktop/cv/Cv%20Templete/integrothemes.com/arlo2/img/about/5.jpg	(from http://integrothemes.com/arlo2/index.html)
19:10:01	75688/75688	---M--	200	added ('OK')	image/jpeg	date:Fri,%2003%20Jan%202020%2019:05:23%20GMT	http://integrothemes.com/arlo2/img/about/4.jpg	C:/Users/Xoai/Desktop/cv/Cv%20Templete/integrothemes.com/arlo2/img/about/4.jpg	(from http://integrothemes.com/arlo2/index.html)
19:10:02	1840/1840	---M--	200	added ('OK')	image/jpeg	date:Fri,%2003%20Jan%202020%2019:07:25%20GMT	http://integrothemes.com/arlo2/img/news/300x200.jpg	C:/Users/Xoai/Desktop/cv/Cv%20Templete/integrothemes.com/arlo2/img/news/300x200.jpg	(from http://integrothemes.com/arlo2/index.html)
19:10:03	17016/17016	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20Jan%202020%2019:20:45%20GMT	http://integrothemes.com/arlo2/news-single.html	C:/Users/Xoai/Desktop/cv/Cv%20Templete/integrothemes.com/arlo2/news-single.html	(from http://integrothemes.com/arlo2/index.html)
19:10:13	65157/65157	---M--	200	added ('OK')	image/jpeg	date:Fri,%2003%20Jan%202020%2019:07:38%20GMT	http://integrothemes.com/arlo2/img/news/3.jpg	C:/Users/Xoai/Desktop/cv/Cv%20Templete/integrothemes.com/arlo2/img/news/3.jpg	(from http://integrothemes.com/arlo2/index.html)
19:10:14	17014/17014	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20Jan%202020%2019:20:45%20GMT	http://integrothemes.com/arlo2/news-single-2.html	C:/Users/Xoai/Desktop/cv/Cv%20Templete/integrothemes.com/arlo2/news-single-2.html	(from http://integrothemes.com/arlo2/index.html)
19:10:27	140403/140403	---M--	200	added ('OK')	image/jpeg	date:Fri,%2003%20Jan%202020%2019:07:39%20GMT	http://integrothemes.com/arlo2/img/news/2.jpg	C:/Users/Xoai/Desktop/cv/Cv%20Templete/integrothemes.com/arlo2/img/news/2.jpg	(from http://integrothemes.com/arlo2/index.html)
19:10:27	17017/17017	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20Jan%202020%2019:20:45%20GMT	http://integrothemes.com/arlo2/news-single-3.html	C:/Users/Xoai/Desktop/cv/Cv%20Templete/integrothemes.com/arlo2/news-single-3.html	(from http://integrothemes.com/arlo2/index.html)
19:10:28	242782/242782	---M--	200	added ('OK')	image/jpeg	date:Fri,%2003%20Jan%202020%2019:09:03%20GMT	http://integrothemes.com/arlo2/img/slider/1.jpg	C:/Users/Xoai/Desktop/cv/Cv%20Templete/integrothemes.com/arlo2/img/slider/1.jpg	(from http://integrothemes.com/arlo2/index.html)
19:10:29	6126/6126	---M--	200	added ('OK')	image/png	date:Fri,%2003%20Jan%202020%2019:07:55%20GMT	http://integrothemes.com/arlo2/img/partners/1.png	C:/Users/Xoai/Desktop/cv/Cv%20Templete/integrothemes.com/arlo2/img/partners/1.png	(from http://integrothemes.com/arlo2/index.html)
19:10:30	5517/5517	---M--	200	added ('OK')	image/png	date:Fri,%2003%20Jan%202020%2019:07:52%20GMT	http://integrothemes.com/arlo2/img/partners/2.png	C:/Users/Xoai/Desktop/cv/Cv%20Templete/integrothemes.com/arlo2/img/partners/2.png	(from http://integrothemes.com/arlo2/index.html)
19:10:31	8484/8484	---M--	200	added ('OK')	image/png	date:Fri,%2003%20Jan%202020%2019:07:55%20GMT	http://integrothemes.com/arlo2/img/partners/3.png	C:/Users/Xoai/Desktop/cv/Cv%20Templete/integrothemes.com/arlo2/img/partners/3.png	(from http://integrothemes.com/arlo2/index.html)
19:10:32	6428/6428	---M--	200	added ('OK')	image/png	date:Fri,%2003%20Jan%202020%2019:07:55%20GMT	http://integrothemes.com/arlo2/img/partners/4.png	C:/Users/Xoai/Desktop/cv/Cv%20Templete/integrothemes.com/arlo2/img/partners/4.png	(from http://integrothemes.com/arlo2/index.html)
19:10:32	3091/3091	---M--	200	added ('OK')	image/svg+xml	date:Fri,%2003%20Jan%202020%2019:10:41%20GMT	http://integrothemes.com/arlo2/img/svg/internet.svg	C:/Users/Xoai/Desktop/cv/Cv%20Templete/integrothemes.com/arlo2/img/svg/internet.svg	(from http://integrothemes.com/arlo2/index.html)
19:10:33	388198/388198	---M--	200	added ('OK')	image/png	date:Fri,%2003%20Jan%202020%2019:05:44%20GMT	http://integrothemes.com/arlo2/img/about/1.png	C:/Users/Xoai/Desktop/cv/Cv%20Templete/integrothemes.com/arlo2/img/about/1.png	(from http://integrothemes.com/arlo2/index.html)
19:10:33	2401/2401	---M--	200	added ('OK')	image/svg+xml	date:Fri,%2003%20Jan%202020%2019:11:08%20GMT	http://integrothemes.com/arlo2/img/svg/twitter.svg	C:/Users/Xoai/Desktop/cv/Cv%20Templete/integrothemes.com/arlo2/img/svg/twitter.svg	(from http://integrothemes.com/arlo2/index.html)
19:10:35	1529/1529	---M--	200	added ('OK')	image/svg+xml	date:Fri,%2003%20Jan%202020%2019:10:35%20GMT	http://integrothemes.com/arlo2/img/svg/facebook.svg	C:/Users/Xoai/Desktop/cv/Cv%20Templete/integrothemes.com/arlo2/img/svg/facebook.svg	(from http://integrothemes.com/arlo2/index.html)
19:10:35	1173/1173	---M--	200	added ('OK')	image/svg+xml	date:Fri,%2003%20Jan%202020%2019:10:41%20GMT	http://integrothemes.com/arlo2/img/svg/instagram.svg	C:/Users/Xoai/Desktop/cv/Cv%20Templete/integrothemes.com/arlo2/img/svg/instagram.svg	(from http://integrothemes.com/arlo2/index.html)
19:10:36	2479/2479	---M--	200	added ('OK')	image/svg+xml	date:Fri,%2003%20Jan%202020%2019:11:10%20GMT	http://integrothemes.com/arlo2/img/svg/whatsapp.svg	C:/Users/Xoai/Desktop/cv/Cv%20Templete/integrothemes.com/arlo2/img/svg/whatsapp.svg	(from http://integrothemes.com/arlo2/index.html)
19:10:44	22485/22485	---M--	200	added ('OK')	application/javascript	date:Fri,%2003%20Jan%202020%2019:11:15%20GMT	http://integrothemes.com/arlo2/js/init.js	C:/Users/Xoai/Desktop/cv/Cv%20Templete/integrothemes.com/arlo2/js/init.js	(from http://integrothemes.com/arlo2/index.html)
19:10:50	88144/88144	---M--	200	added ('OK')	application/javascript	date:Fri,%2003%20Jan%202020%2019:11:15%20GMT	http://integrothemes.com/arlo2/js/jquery.js	C:/Users/Xoai/Desktop/cv/Cv%20Templete/integrothemes.com/arlo2/js/jquery.js	(from http://integrothemes.com/arlo2/index.html)
19:10:53	54188/54188	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Fri,%2003%20Jan%202020%2019:20:49%20GMT	http://integrothemes.com/arlo2/css/font/xcon.eot?4965248	C:/Users/Xoai/Desktop/cv/Cv%20Templete/integrothemes.com/arlo2/css/font/xcon8158.eot	(from http://integrothemes.com/arlo2/css/plugins.css)
19:10:55	27140/27140	---M--	200	added ('OK')	font/woff2	date:Fri,%2003%20Jan%202020%2019:20:50%20GMT	http://integrothemes.com/arlo2/css/font/xcon.woff2?4965248	C:/Users/Xoai/Desktop/cv/Cv%20Templete/integrothemes.com/arlo2/css/font/xcon8158.woff2	(from http://integrothemes.com/arlo2/css/plugins.css)
19:10:59	32060/32060	---M--	200	added ('OK')	font/woff	date:Fri,%2003%20Jan%202020%2019:20:49%20GMT	http://integrothemes.com/arlo2/css/font/xcon.woff?4965248	C:/Users/Xoai/Desktop/cv/Cv%20Templete/integrothemes.com/arlo2/css/font/xcon8158.woff	(from http://integrothemes.com/arlo2/css/plugins.css)
19:11:01	71910/71910	---M--	200	added ('OK')	image/svg+xml	date:Fri,%2003%20Jan%202020%2019:20:49%20GMT	http://integrothemes.com/arlo2/css/font/xcon.svg?4965248	C:/Users/Xoai/Desktop/cv/Cv%20Templete/integrothemes.com/arlo2/css/font/xcon8158.svg	(from http://integrothemes.com/arlo2/css/plugins.css)
19:11:03	8043/8043	---M-Z	404	error ('Not%20Found')	text/html	date:Mon,%2027%20Jan%202020%2012:11:03%20GMT	http://integrothemes.com/arlo2/css/ytp-regular.eot	C:/Users/Xoai/Desktop/cv/Cv%20Templete/integrothemes.com/arlo2/css/ytp-regular.3f.delayed	(from http://integrothemes.com/arlo2/css/plugins.css)
19:11:04	408261/408261	---M--	200	added ('OK')	image/jpeg	date:Fri,%2003%20Jan%202020%2019:07:45%20GMT	http://integrothemes.com/arlo2/img/news/1.jpg	C:/Users/Xoai/Desktop/cv/Cv%20Templete/integrothemes.com/arlo2/img/news/1.jpg	(from http://integrothemes.com/arlo2/index.html)
19:11:04	54036/54036	---M--	200	added ('OK')	font/ttf	date:Fri,%2003%20Jan%202020%2019:20:49%20GMT	http://integrothemes.com/arlo2/css/font/xcon.ttf?4965248	C:/Users/Xoai/Desktop/cv/Cv%20Templete/integrothemes.com/arlo2/css/font/xcon8158.ttf	(from http://integrothemes.com/arlo2/css/plugins.css)
19:11:05	8043/8043	---M-Z	404	error ('Not%20Found')	text/html	date:Mon,%2027%20Jan%202020%2012:11:04%20GMT	http://integrothemes.com/arlo2/css/ytp-regular.ttf	C:/Users/Xoai/Desktop/cv/Cv%20Templete/integrothemes.com/arlo2/css/ytp-regular.40.delayed	(from http://integrothemes.com/arlo2/css/plugins.css)
19:11:06	8043/8043	---M-Z	404	error ('Not%20Found')	text/html	date:Mon,%2027%20Jan%202020%2012:11:06%20GMT	http://integrothemes.com/arlo2/images/raster.png	C:/Users/Xoai/Desktop/cv/Cv%20Templete/integrothemes.com/arlo2/images/raster.41.delayed	(from http://integrothemes.com/arlo2/css/plugins.css)
19:11:08	8043/8043	---M-Z	404	error ('Not%20Found')	text/html	date:Mon,%2027%20Jan%202020%2012:11:07%20GMT	http://integrothemes.com/arlo2/images/raster@2x.png	C:/Users/Xoai/Desktop/cv/Cv%20Templete/integrothemes.com/arlo2/images/raster@2x.42.delayed	(from http://integrothemes.com/arlo2/css/plugins.css)
19:11:09	8043/8043	---M-Z	404	error ('Not%20Found')	text/html	date:Mon,%2027%20Jan%202020%2012:11:09%20GMT	http://integrothemes.com/arlo2/images/raster_dot.png	C:/Users/Xoai/Desktop/cv/Cv%20Templete/integrothemes.com/arlo2/images/raster_dot.43.delayed	(from http://integrothemes.com/arlo2/css/plugins.css)
19:11:10	8043/8043	---M-Z	404	error ('Not%20Found')	text/html	date:Mon,%2027%20Jan%202020%2012:11:10%20GMT	http://integrothemes.com/arlo2/images/raster_dot@2x.png	C:/Users/Xoai/Desktop/cv/Cv%20Templete/integrothemes.com/arlo2/images/raster_dot@2x.44.delayed	(from http://integrothemes.com/arlo2/css/plugins.css)
19:11:12	8043/8043	---M-Z	404	error ('Not%20Found')	text/html	date:Mon,%2027%20Jan%202020%2012:11:12%20GMT	http://integrothemes.com/arlo2/css/mCSB_buttons.png	C:/Users/Xoai/Desktop/cv/Cv%20Templete/integrothemes.com/arlo2/css/mCSB_buttons.45.delayed	(from http://integrothemes.com/arlo2/css/plugins.css)
19:11:13	8043/8043	---M-Z	404	error ('Not%20Found')	text/html	date:Mon,%2027%20Jan%202020%2012:11:13%20GMT	http://integrothemes.com/arlo2/css/owl.video.play.png	C:/Users/Xoai/Desktop/cv/Cv%20Templete/integrothemes.com/arlo2/css/owl.video.play.46.delayed	(from http://integrothemes.com/arlo2/css/plugins.css)
19:11:15	8043/8043	---M-Z	404	error ('Not%20Found')	text/html	date:Mon,%2027%20Jan%202020%2012:11:14%20GMT	http://integrothemes.com/arlo2/css/overlays/02.png	C:/Users/Xoai/Desktop/cv/Cv%20Templete/integrothemes.com/arlo2/css/overlays/02.47.delayed	(from http://integrothemes.com/arlo2/css/plugins.css)
19:11:17	7633/7633	---M--	200	added ('OK')	image/jpeg	date:Fri,%2003%20Jan%202020%2019:06:08%20GMT	http://integrothemes.com/arlo2//img/clients/1.jpg	C:/Users/Xoai/Desktop/cv/Cv%20Templete/integrothemes.com/arlo2/img/clients/1.jpg	(from http://integrothemes.com/arlo2/css/style6.css)
19:11:18	832/832	---M--	200	added ('OK')	image/svg+xml	date:Fri,%2003%20Jan%202020%2019:10:46%20GMT	http://integrothemes.com/arlo2/img/svg/list.svg	C:/Users/Xoai/Desktop/cv/Cv%20Templete/integrothemes.com/arlo2/img/svg/list.svg	(from http://integrothemes.com/arlo2/portfolio-single.html)
19:11:19	33818/33818	---M--	200	added ('OK')	image/jpeg	date:Fri,%2003%20Jan%202020%2019:08:46%20GMT	http://integrothemes.com/arlo2//img/shape/1.jpg	C:/Users/Xoai/Desktop/cv/Cv%20Templete/integrothemes.com/arlo2/img/shape/1.jpg	(from http://integrothemes.com/arlo2/css/style6.css)
19:11:19	1998/1998	---M--	200	added ('OK')	image/svg+xml	date:Fri,%2003%20Jan%202020%2019:09:28%20GMT	http://integrothemes.com/arlo2/img/svg/avatar.svg	C:/Users/Xoai/Desktop/cv/Cv%20Templete/integrothemes.com/arlo2/img/svg/avatar.svg	(from http://integrothemes.com/arlo2/portfolio-single.html)
19:11:20	467269/467269	---M--	200	added ('OK')	application/javascript	date:Fri,%2003%20Jan%202020%2019:11:18%20GMT	http://integrothemes.com/arlo2/js/plugins.js	C:/Users/Xoai/Desktop/cv/Cv%20Templete/integrothemes.com/arlo2/js/plugins.js	(from http://integrothemes.com/arlo2/index.html)
19:11:21	9378/9378	---M--	200	added ('OK')	image/jpeg	date:Fri,%2003%20Jan%202020%2019:07:26%20GMT	http://integrothemes.com/arlo2/img/news/1000x700.jpg	C:/Users/Xoai/Desktop/cv/Cv%20Templete/integrothemes.com/arlo2/img/news/1000x700.jpg	(from http://integrothemes.com/arlo2/portfolio-single.html)
19:11:39	107110/107110	---M--	200	added ('OK')	image/jpeg	date:Fri,%2003%20Jan%202020%2019:08:57%20GMT	http://integrothemes.com/arlo2/img/slider/2.jpeg	C:/Users/Xoai/Desktop/cv/Cv%20Templete/integrothemes.com/arlo2/img/slider/2.jpg	(from http://integrothemes.com/arlo2/portfolio-single-5.html)
19:11:41	7034/7034	---M--	200	added ('OK')	image/jpeg	date:Fri,%2003%20Jan%202020%2019:07:27%20GMT	http://integrothemes.com/arlo2/img/news/1000x500.jpg	C:/Users/Xoai/Desktop/cv/Cv%20Templete/integrothemes.com/arlo2/img/news/1000x500.jpg	(from http://integrothemes.com/arlo2/news-single.html)
19:11:42	819/819	---M--	200	added ('OK')	image/svg+xml	date:Fri,%2003%20Jan%202020%2019:11:01%20GMT	http://integrothemes.com/arlo2/img/svg/search.svg	C:/Users/Xoai/Desktop/cv/Cv%20Templete/integrothemes.com/arlo2/img/svg/search.svg	(from http://integrothemes.com/arlo2/news-single.html)
19:11:54	281036/281036	---M--	200	added ('OK')	image/jpeg	date:Fri,%2003%20Jan%202020%2019:09:07%20GMT	http://integrothemes.com/arlo2//img/slider/4.jpg	C:/Users/Xoai/Desktop/cv/Cv%20Templete/integrothemes.com/arlo2/img/slider/4.jpg	(from http://integrothemes.com/arlo2/css/style6.css)
19:11:55	229637/229637	---M--	200	added ('OK')	image/jpeg	date:Fri,%2003%20Jan%202020%2019:09:00%20GMT	http://integrothemes.com/arlo2/img/slider/4.jpeg	C:/Users/Xoai/Desktop/cv/Cv%20Templete/integrothemes.com/arlo2/img/slider/4-2.jpg	(from http://integrothemes.com/arlo2/portfolio-single-5.html)
19:11:59	342043/342043	---M--	200	added ('OK')	image/jpeg	date:Fri,%2003%20Jan%202020%2019:09:01%20GMT	http://integrothemes.com/arlo2/img/slider/3.jpg	C:/Users/Xoai/Desktop/cv/Cv%20Templete/integrothemes.com/arlo2/img/slider/3.jpg	(from http://integrothemes.com/arlo2/portfolio-single-2.html)
